SqFt,Bedrooms,BHK,Bathrooms,HouseAgeYears,DistanceToCityKm,SchoolRating,CrimeIndex,Latitude,Longitude,SellerName,ContactNumber,Address,PriceUSD
2519.0,1,1,2.0,52,16.3,6,50.8,21.00163,79.05907,Rahul Chauhan,+91 951306 3058,"56, Lake View Lane, Hingna Road",364893.0
2079.0,1,1,1.0,55,2.9,8,86.2,21.14288,79.11571,Meera Sharma,+91 899128 6580,"622, Sunrise Boulevard, Hingna Road",246549.0
2798.0,4,4,1.5,74,23.7,2,45.2,21.22921,78.87771,Rahul Bose,+91 755945 8204,"735, Park Avenue, Gandhibagh",335755.0
1919.0,1,1,2.0,37,3.6,4,83.1,21.16459,79.11666,Aarav Deshmukh,+91 864720 7863,"944, Ring Road, Sitabuldi",235043.0
1004.0,4,4,2.5,11,6.6,1,44.6,21.1929,79.05001,Rahul Patel,+91 934423 2435,"181, MG Road, Civil Lines",170279.0
911.0,1,1,1.5,48,11.1,1,44.0,21.21172,79.00802,Amit Mehta,+91 683081 9554,"859, Park Avenue, Manish Nagar",116513.0
2873.0,4,4,2.5,36,23.2,2,15.7,21.14134,79.31192,Rahul Nair,+91 776901 2190,"21, Hill Top Road, Sadar",360880.0
2920.0,2,2,2.5,63,0.7,8,12.5,21.13958,79.08539,Pooja Iyer,+91 614236 5849,"730, Station Road, Manish Nagar",444572.0
1683.0,1,1,3.5,61,15.4,9,61.1,21.23946,79.19806,Amit Mehta,+91 711310 3522,"312, Station Road, Sitabuldi",275638.0
1551.0,1,1,3.5,37,8.5,5,82.7,21.21123,79.04547,Suman Deshmukh,+91 601807 7223,"118, Church Street, Sitabuldi",245890.0
2750.0,1,1,2.0,29,5.0,2,13.5,21.1593,79.13415,Rahul Chauhan,+91 960834 9196,"327, Park Avenue, Hingna Road",406392.0
1080.0,3,3,2.5,33,5.4,10,91.0,21.10598,79.05842,Priya Nair,+91 940084 7843,"551, College Road, Sadar",171103.0
1218.0,1,1,3.0,50,1.0,3,35.9,21.13749,79.0835,Pooja Patel,+91 926735 5157,"193, Sunrise Boulevard, Ramdaspeth",190197.0
2218.0,5,5,3.0,50,2.0,2,42.5,21.15214,79.10618,Rahul Agarwal,+91 793289 8326,"550, Station Road, Hingna Road",351400.0
1544.0,4,4,1.5,40,1.8,2,89.4,21.15969,79.07933,Meera Iyer,+91 927338 3173,"710, MG Road, Manish Nagar",252465.0
1797.0,2,2,3.5,42,2.9,4,89.6,21.13072,79.11131,Meera Deshmukh,+91 666008 0371,"875, College Road, Gandhibagh",306808.0
1694.0,5,5,1.5,79,9.1,8,52.5,21.07313,79.12903,Ananya Deshmukh,+91 651572 2575,"558, Station Road, Dharampeth",290715.0
2019.0,4,4,2.0,20,9.6,4,27.7,21.10695,79.00544,Riya Sharma,+91 774197 0240,"601, Lake View Lane, Ramdaspeth",339791.0
2715.0,4,4,1.0,13,12.1,5,17.2,21.15631,78.97191,Neha Nair,+91 781239 2461,"919, Park Avenue, Dharampeth",467833.0
1859.0,1,1,3.5,63,15.1,4,27.2,21.13967,79.23437,Ishaan Verma,+91 900139 9590,"35, Market Street, Dharampeth",254201.0
2219.0,4,4,1.0,74,4.7,10,78.1,21.10441,79.08037,Priya Mehta,+91 954154 7442,"761, MG Road, Ramdaspeth",319281.0
467.0,3,3,3.5,48,27.1,7,32.5,21.07422,79.33841,Ritu Deshmukh,+91 940532 3878,"976, Ring Road, Sitabuldi",102889.0
1768.0,5,5,1.0,32,0.5,7,69.5,21.14776,79.09255,Sai Joshi,+91 933060 9646,"825, Green Valley Road, Sadar",275614.0
1252.0,3,3,1.5,27,10.1,5,19.5,21.23437,79.11122,Rahul Reddy,+91 891785 6519,"921, Church Street, Laxmi Nagar",218878.0
1008.0,4,4,2.0,37,8.0,6,47.9,21.15977,79.16387,Diya Bose,+91 823904 5265,"901, Park Avenue, Pratap Nagar",149138.0
1229.0,2,2,3.0,4,1.0,9,35.2,21.13945,79.09443,Arjun Verma,+91 622275 7788,"588, Civil Lines, Manish Nagar",242724.0
1583.0,1,1,1.5,42,17.8,7,50.4,20.99539,79.02926,Diya Patel,+91 663693 4851,"805, MG Road, Laxmi Nagar",214933.0
2395.0,1,1,1.5,21,14.7,9,57.0,21.26512,79.15072,Suman Iyer,+91 932498 9756,"364, Market Street, Sadar",361699.0
938.0,5,5,1.5,21,22.1,1,99.1,21.11369,79.29864,Aditya Bose,+91 840156 2003,"118, Station Road, Laxmi Nagar",158899.0
1820.0,4,4,2.5,44,1.5,9,90.0,21.14215,79.10192,Rahul Chauhan,+91 984988 9299,"85, Hill Top Road, Gandhibagh",275644.0
1485.0,2,2,1.0,77,1.7,10,69.6,21.1613,79.09088,Sanjay Joshi,+91 671260 8402,"186, College Road, Manish Nagar",281143.0
1587.0,4,4,3.5,16,4.9,7,15.4,21.11034,79.05947,Rohan Bose,+91 836636 8331,"723, Sunrise Boulevard, Hingna Road",306389.0
2452.0,1,1,1.0,72,1.0,10,91.9,21.13791,79.08342,Vikram Chauhan,+91 732715 7206,"402, Station Road, Sitabuldi",339239.0
2150.0,1,1,3.5,41,4.8,6,89.3,21.14689,79.13454,Sneha Joshi,+91 755811 4596,"810, MG Road, Laxmi Nagar",263152.0
2669.0,3,3,3.0,77,9.8,3,88.7,21.06389,79.05265,Ananya Verma,+91 828482 7559,"332, MG Road, Manish Nagar",323125.0
1700.0,4,4,3.0,30,2.8,7,47.9,21.17091,79.0931,Rohan Chauhan,+91 713188 8224,"790, Ring Road, Civil Lines",324829.0
1348.0,5,5,3.0,79,9.8,7,17.1,21.09471,79.16493,Ritu Mehta,+91 677979 2651,"884, Church Street, Sadar",242418.0
1654.0,4,4,3.5,52,2.4,2,75.4,21.12729,79.10054,Rohan Patel,+91 991822 6439,"327, College Road, Hingna Road",256476.0
1958.0,2,2,1.5,53,2.9,3,38.9,21.13107,79.11153,Ritu Agarwal,+91 866781 4980,"524, Station Road, Laxmi Nagar",283746.0
1915.0,5,5,2.0,45,25.0,3,34.5,20.92082,79.09966,Sneha Iyer,+91 722584 1526,"536, Market Street, Hingna Road",229630.0
1095.0,3,3,3.5,36,0.5,6,39.1,21.14968,79.09066,Pooja Deshmukh,+91 896958 9162,"875, Church Street, Hingna Road",218425.0
1859.0,5,5,2.5,42,11.4,2,55.9,21.22442,79.01797,Sai Gupta,+91 602110 9413,"375, Market Street, Pratap Nagar",311253.0
1948.0,1,1,3.5,68,6.1,8,33.4,21.09309,79.07328,Aarav Sharma,+91 776015 9080,"387, Ring Road, Sitabuldi",319405.0
3436.0,1,1,3.5,63,5.4,2,69.0,21.18905,79.06519,Sneha Nair,+91 742492 6360,"775, Market Street, Ramdaspeth",431939.0
3020.0,1,1,3.0,1,2.3,10,64.8,21.12591,79.08273,Ananya Nair,+91 729796 1486,"905, Green Valley Road, Pratap Nagar",495213.0
1245.0,5,5,1.0,55,8.0,7,50.9,21.20723,79.0486,Meera Agarwal,+91 758191 9844,"29, MG Road, Trimurti Nagar",185838.0
1613.0,1,1,2.5,66,3.3,4,5.4,21.17262,79.10224,Priya Verma,+91 903271 8383,"72, Market Street, Civil Lines",219440.0
849.0,5,5,1.0,59,2.9,4,93.7,21.14279,79.06008,Sai Chauhan,+91 676953 6096,"932, Lake View Lane, Dharampeth",194889.0
1416.0,4,4,1.5,39,3.0,7,41.2,21.12129,79.07707,Amit Patel,+91 801066 1544,"445, Sunrise Boulevard, Pratap Nagar",267646.0
2005.0,1,1,1.0,26,2.6,1,44.9,21.14332,79.06366,Kavya Bose,+91 968919 5193,"558, Sunrise Boulevard, Gandhibagh",268564.0
2584.0,5,5,2.0,53,0.5,8,45.6,21.1423,79.08517,Sneha Kulkarni,+91 949510 8300,"900, Lake View Lane, Ramdaspeth",403312.0
1326.0,1,1,2.5,53,32.6,6,36.5,21.25738,78.79652,Rahul Iyer,+91 995554 9668,"397, Green Valley Road, Pratap Nagar",140942.0
1375.0,1,1,3.5,29,2.9,3,67.5,21.11966,79.09324,Rahul Bose,+91 703803 1782,"449, Sunrise Boulevard, Gandhibagh",220974.0
404.0,3,3,3.5,32,6.1,9,1.4,21.10149,79.05367,Sai Iyer,+91 867994 0754,"846, Market Street, Hingna Road",161515.0
1694.0,2,2,3.5,29,7.4,7,87.4,21.11553,79.02412,Vikram Mehta,+91 856233 4602,"732, Ring Road, Laxmi Nagar",263852.0
1109.0,2,2,1.0,3,0.7,2,10.2,21.14844,79.08161,Kabir Sharma,+91 970773 6421,"693, Ring Road, Laxmi Nagar",178717.0
1456.0,1,1,2.5,2,26.1,7,100.0,21.09347,78.84249,Ritu Verma,+91 998819 6532,"361, Sunrise Boulevard, Sitabuldi",202867.0
1230.0,4,4,3.0,6,3.8,5,62.8,21.15667,79.12332,Sanjay Iyer,+91 731799 8178,"701, Station Road, Gandhibagh",224988.0
1739.0,1,1,1.0,33,1.6,8,6.6,21.13359,79.08064,Meera Gupta,+91 655387 6095,"828, Civil Lines, Wardha Road",262362.0
657.0,2,2,2.5,40,1.7,5,56.2,21.16023,79.09276,Rohan Gupta,+91 796572 4073,"912, Park Avenue, Ramdaspeth",171374.0
846.0,3,3,3.0,32,3.9,10,33.1,21.11881,79.11219,Anjali Iyer,+91 707221 6353,"631, Hill Top Road, Civil Lines",258213.0
3184.0,3,3,3.5,76,5.1,10,95.3,21.10354,79.10692,Meera Mehta,+91 773740 4241,"871, Ring Road, Hingna Road",490154.0
963.0,4,4,3.0,17,3.5,1,75.5,21.14035,79.05526,Sanjay Verma,+91 976193 2020,"811, Ring Road, Pratap Nagar",195159.0
1087.0,2,2,2.5,31,0.9,5,50.7,21.13886,79.09341,Aarav Deshmukh,+91 646389 3642,"730, College Road, Civil Lines",192372.0
2994.0,4,4,2.0,19,0.5,3,43.0,21.14184,79.08589,Ananya Agarwal,+91 725168 3597,"536, Hill Top Road, Manish Nagar",439578.0
3688.0,4,4,2.0,23,11.5,5,99.6,21.22625,79.15842,Sai Agarwal,+91 748052 1577,"435, Green Valley Road, Gandhibagh",502153.0
1038.0,2,2,3.0,46,13.3,2,66.7,21.02606,79.08075,Sanjay Patel,+91 772416 8433,"637, Green Valley Road, Laxmi Nagar",136789.0
1561.0,2,2,2.0,24,1.1,6,51.4,21.14554,79.09866,Neha Chauhan,+91 666424 3048,"884, College Road, Manish Nagar",293309.0
2022.0,3,3,2.5,25,7.9,2,39.8,21.16404,79.16245,Aditya Verma,+91 961826 5772,"528, Civil Lines, Gandhibagh",249012.0
2924.0,3,3,1.5,53,10.7,7,32.5,21.2425,79.09151,Riya Verma,+91 875315 4467,"699, Lake View Lane, Gandhibagh",400754.0
1159.0,1,1,2.0,66,16.2,5,70.5,21.06184,78.96053,Ishaan Kulkarni,+91 612954 9684,"567, Green Valley Road, Sitabuldi",164752.0
1641.0,3,3,1.5,17,17.7,10,58.8,21.22669,78.94113,Priya Deshmukh,+91 817854 1291,"648, Civil Lines, Manish Nagar",242847.0
2305.0,1,1,2.0,8,5.1,9,84.8,21.11064,79.05603,Suman Verma,+91 866496 9277,"688, MG Road, Sadar",338207.0
2083.0,3,3,3.5,19,4.6,7,55.4,21.12423,79.04987,Priya Nair,+91 794387 2375,"52, Park Avenue, Dharampeth",354035.0
1555.0,5,5,3.5,46,11.1,5,58.2,21.04879,79.11351,Priya Nair,+91 996937 1745,"121, Station Road, Trimurti Nagar",294787.0
1713.0,3,3,2.0,76,6.9,8,47.7,21.17272,79.14864,Aarav Kulkarni,+91 981254 5409,"39, Green Valley Road, Dharampeth",228025.0
906.0,4,4,3.5,12,1.8,7,76.3,21.15166,79.07216,Neha Rao,+91 966115 0488,"768, MG Road, Sitabuldi",173154.0
1645.0,2,2,3.0,3,0.5,2,41.5,21.14233,79.09128,Ritu Mehta,+91 852012 5748,"894, Station Road, Civil Lines",249847.0
1627.0,5,5,2.0,42,18.6,4,85.2,21.27289,78.97143,Ritu Verma,+91 714609 9772,"355, Lake View Lane, Sitabuldi",192524.0
1951.0,5,5,3.0,79,3.0,10,32.7,21.14515,79.05912,Suman Bose,+91 612159 6896,"76, Hill Top Road, Civil Lines",294083.0
1439.0,5,5,2.5,44,2.6,4,69.3,21.149,79.11338,Ananya Joshi,+91 619559 6179,"13, Station Road, Wardha Road",220390.0
2107.0,4,4,3.0,73,19.4,1,89.3,21.31832,79.11848,Vivaan Kulkarni,+91 924171 4683,"445, Park Avenue, Pratap Nagar",285436.0
2458.0,4,4,2.0,51,5.1,9,76.9,21.15629,79.03982,Kabir Rao,+91 990117 3072,"643, Ring Road, Wardha Road",360016.0
1901.0,3,3,1.0,2,1.3,10,34.3,21.15257,79.07835,Kabir Gupta,+91 665168 3822,"333, Market Street, Pratap Nagar",338637.0
2029.0,5,5,1.0,34,13.6,7,70.6,21.02645,79.05931,Vivaan Kulkarni,+91 912261 5218,"613, MG Road, Wardha Road",280883.0
1835.0,5,5,3.5,61,0.7,7,20.7,21.1417,79.08301,Amit Reddy,+91 652692 2646,"154, Ring Road, Hingna Road",339472.0
1800.0,3,3,1.5,40,30.0,4,5.8,20.96095,79.3,Kavya Gupta,+91 619026 5393,"725, Park Avenue, Sitabuldi",287811.0
1331.0,1,1,3.0,15,6.2,4,79.1,21.1014,79.12502,Amit Joshi,+91 664473 3704,"330, College Road, Sitabuldi",185114.0
2006.0,1,1,1.0,14,11.5,10,80.8,21.24924,79.09432,Rohan Iyer,+91 724549 9163,"997, Station Road, Sadar",336825.0
1737.0,2,2,2.0,53,9.3,9,2.3,21.15505,79.17732,Rahul Chauhan,+91 774990 1072,"768, Civil Lines, Wardha Road",292011.0
3161.0,1,1,2.0,37,5.6,5,94.8,21.10566,79.12135,Vivaan Mehta,+91 873367 5571,"461, Market Street, Civil Lines",410393.0
2823.0,2,2,2.5,45,4.9,4,44.6,21.18472,79.06556,Amit Iyer,+91 752131 3073,"945, MG Road, Trimurti Nagar",400772.0
2051.0,1,1,1.0,29,6.8,2,90.5,21.19597,79.05059,Sanjay Sharma,+91 667805 4380,"972, Station Road, Hingna Road",270443.0
1304.0,5,5,1.0,27,2.4,1,78.8,21.16424,79.10103,Arjun Iyer,+91 637301 3261,"197, MG Road, Gandhibagh",257930.0
1077.0,1,1,2.5,53,8.8,5,90.1,21.0717,79.05847,Sai Verma,+91 973006 7137,"577, Sunrise Boulevard, Manish Nagar",163907.0
2574.0,4,4,2.5,0,1.6,6,83.3,21.15988,79.08531,Priya Gupta,+91 887672 0558,"654, Civil Lines, Laxmi Nagar",414403.0
1971.0,2,2,3.0,34,1.8,7,97.4,21.1606,79.09607,Meera Reddy,+91 928449 5025,"358, Station Road, Manish Nagar",287066.0
2112.0,1,1,2.0,29,8.6,9,62.9,21.14416,79.00552,Kavya Mehta,+91 621250 5746,"998, Church Street, Hingna Road",332999.0
666.0,4,4,1.5,62,16.1,4,22.7,21.00064,79.08861,Aditya Verma,+91 764968 6941,"677, Lake View Lane, Laxmi Nagar",97045.0
2403.0,5,5,1.0,58,14.2,2,39.0,21.27256,79.07138,Diya Patel,+91 619734 0943,"760, College Road, Wardha Road",327910.0
2095.0,4,4,2.0,34,1.2,9,75.2,21.13551,79.08624,Kavya Sharma,+91 920720 9502,"197, MG Road, Laxmi Nagar",412624.0
1078.0,5,5,2.5,21,3.2,8,15.7,21.15263,79.05815,Riya Chauhan,+91 652988 5935,"901, Park Avenue, Wardha Road",186024.0
1494.0,3,3,3.5,18,26.6,6,93.0,21.28202,78.87682,Sneha Bose,+91 975814 8139,"965, Ring Road, Dharampeth",217627.0
1971.0,4,4,2.5,16,11.2,1,20.5,21.22346,79.01974,Sneha Reddy,+91 663327 1217,"903, Ring Road, Manish Nagar",309589.0
1834.0,1,1,2.0,21,16.5,5,87.6,21.26328,79.18517,Priya Nair,+91 890995 0658,"441, Market Street, Pratap Nagar",236108.0
1610.0,5,5,1.0,60,6.5,7,48.4,21.19626,79.05728,Kavya Reddy,+91 725866 9419,"933, Church Street, Trimurti Nagar",257056.0
1733.0,4,4,1.0,3,20.1,9,84.1,21.0214,79.2289,Ananya Joshi,+91 915777 4103,"11, Church Street, Civil Lines",271663.0
1636.0,2,2,3.5,2,1.4,6,95.8,21.15325,79.09889,Arjun Joshi,+91 696443 8480,"204, Lake View Lane, Sitabuldi",267019.0
1899.0,2,2,2.5,43,3.8,5,42.2,21.13699,79.12341,Sai Gupta,+91 746606 8034,"655, Ring Road, Hingna Road",293880.0
2756.0,4,4,2.0,17,14.9,4,69.7,21.22966,79.20044,Priya Mehta,+91 824886 8803,"772, Church Street, Pratap Nagar",370906.0
400.0,1,1,2.5,66,3.3,5,22.7,21.1682,79.06781,Aditya Sharma,+91 984640 5378,"121, Hill Top Road, Civil Lines",147255.0
1646.0,5,5,1.0,60,5.3,1,80.1,21.1162,79.04798,Kabir Mehta,+91 813363 5950,"293, Sunrise Boulevard, Manish Nagar",224151.0
1915.0,2,2,2.0,61,3.4,2,82.0,21.12003,79.10521,Aditya Deshmukh,+91 648499 2411,"89, Hill Top Road, Sadar",265764.0
1992.0,1,1,2.5,36,2.5,8,29.5,21.1633,79.10303,Diya Sharma,+91 834371 4872,"104, Sunrise Boulevard, Sitabuldi",298571.0
1558.0,2,2,1.0,35,15.2,4,2.4,21.25175,79.18086,Neha Kulkarni,+91 729588 4536,"24, Civil Lines, Laxmi Nagar",254656.0
658.0,5,5,2.0,34,4.6,9,43.1,21.11585,79.05743,Ishaan Deshmukh,+91 966871 3568,"990, Hill Top Road, Dharampeth",199433.0
2013.0,2,2,2.0,15,7.1,4,17.0,21.20721,79.07008,Ishaan Bose,+91 848314 1420,"882, Ring Road, Wardha Road",321890.0
2923.0,3,3,1.5,45,9.0,10,81.9,21.08156,79.03443,Kavya Agarwal,+91 967155 1628,"608, Market Street, Manish Nagar",385617.0
803.0,5,5,2.0,69,2.8,2,26.1,21.12332,79.09965,Kabir Sharma,+91 661517 2468,"34, Market Street, Ramdaspeth",139939.0
2361.0,1,1,3.0,20,2.9,2,94.4,21.15785,79.11283,Pooja Verma,+91 850260 3339,"729, MG Road, Gandhibagh",362321.0
1586.0,4,4,1.5,4,14.2,6,97.2,21.0395,79.16513,Ishaan Patel,+91 898881 3078,"537, Ring Road, Gandhibagh",227650.0
1760.0,2,2,3.0,45,8.8,9,90.9,21.16443,79.17123,Neha Joshi,+91 701197 2045,"775, Hill Top Road, Dharampeth",281517.0
1116.0,4,4,2.0,31,6.7,2,60.0,21.10997,79.14026,Sanjay Kulkarni,+91 704591 1439,"489, Church Street, Sitabuldi",164713.0
1583.0,1,1,3.5,63,0.5,6,26.7,21.14511,79.09297,Aditya Mehta,+91 872368 2268,"9, Green Valley Road, Civil Lines",279362.0
2645.0,1,1,1.5,68,7.6,3,80.7,21.0862,79.05173,Priya Reddy,+91 724647 5869,"910, College Road, Dharampeth",304779.0
2179.0,4,4,3.5,76,2.6,8,70.2,21.14347,79.11332,Neha Gupta,+91 782812 0171,"878, College Road, Wardha Road",309108.0
2926.0,5,5,2.0,31,16.7,6,97.7,21.01036,79.15877,Meera Sharma,+91 814889 0132,"910, Market Street, Ramdaspeth",382524.0
2565.0,5,5,3.5,72,1.9,7,37.7,21.15041,79.10545,Anjali Iyer,+91 905440 4427,"661, Civil Lines, Ramdaspeth",383945.0
2085.0,4,4,3.0,9,14.5,3,5.9,21.14893,79.22847,Meera Reddy,+91 689661 3057,"920, Market Street, Hingna Road",341162.0
2934.0,3,3,1.0,29,12.3,3,99.8,21.1602,79.20564,Diya Reddy,+91 960581 5295,"72, Civil Lines, Laxmi Nagar",375745.0
2085.0,1,1,1.0,21,14.9,7,83.8,21.18563,78.9512,Diya Verma,+91 675827 4561,"400, Green Valley Road, Trimurti Nagar",251781.0
2338.0,2,2,1.0,73,21.9,4,22.1,21.00801,78.93743,Riya Reddy,+91 687456 4657,"320, Lake View Lane, Trimurti Nagar",286297.0
1607.0,4,4,2.0,48,5.8,7,72.6,21.1519,79.03231,Sai Agarwal,+91 620481 8424,"473, College Road, Manish Nagar",229897.0
1843.0,2,2,3.0,29,14.0,2,0.1,21.03242,79.02829,Rahul Gupta,+91 688658 9798,"42, Church Street, Ramdaspeth",290501.0
1347.0,3,3,2.0,12,17.0,4,55.8,21.19345,78.9323,Diya Chauhan,+91 900592 9814,"825, Lake View Lane, Wardha Road",230178.0
2443.0,1,1,1.0,62,13.4,2,36.3,21.17765,79.21283,Vivaan Verma,+91 720625 6400,"299, Sunrise Boulevard, Sitabuldi",297809.0
1034.0,3,3,1.5,52,3.1,1,38.1,21.17323,79.09264,Kavya Mehta,+91 930810 1656,"120, College Road, Wardha Road",173494.0
2309.0,2,2,2.5,68,3.9,3,24.5,21.14416,79.12604,Arjun Verma,+91 633613 1498,"198, Market Street, Ramdaspeth",365709.0
1676.0,1,1,3.0,35,21.2,5,27.5,21.30318,78.97218,Ananya Iyer,+91 866378 5161,"115, Sunrise Boulevard, Ramdaspeth",230409.0
2561.0,1,1,1.5,11,7.8,2,45.5,21.20843,79.05411,Sai Bose,+91 731076 4365,"685, Market Street, Gandhibagh",324304.0
2288.0,3,3,2.5,26,16.7,1,24.8,21.26925,79.18086,Ishaan Deshmukh,+91 824758 5472,"920, Ring Road, Dharampeth",330754.0
2983.0,2,2,2.5,49,1.7,9,46.6,21.14454,79.10486,Arjun Rao,+91 966220 1061,"84, Park Avenue, Pratap Nagar",407253.0
2275.0,1,1,1.0,19,5.3,6,57.7,21.19296,79.09444,Anjali Mehta,+91 851762 7266,"30, Lake View Lane, Sadar",319536.0
778.0,3,3,3.0,5,7.9,8,71.1,21.08923,79.04226,Sai Mehta,+91 847942 4519,"879, Park Avenue, Ramdaspeth",164838.0
1756.0,1,1,3.0,65,13.8,8,67.7,21.17836,79.21723,Amit Deshmukh,+91 749901 1530,"383, Sunrise Boulevard, Hingna Road",224123.0
1038.0,1,1,2.0,42,5.6,2,24.2,21.16625,79.13762,Diya Joshi,+91 653878 5607,"121, Station Road, Gandhibagh",157786.0
1463.0,1,1,3.0,31,6.7,7,3.9,21.0869,79.07481,Vivaan Rao,+91 640033 2742,"195, Station Road, Pratap Nagar",276670.0
2782.0,3,3,3.5,44,7.3,9,83.3,21.09636,79.04156,Pooja Verma,+91 764757 8017,"676, Market Street, Hingna Road",432716.0
2214.0,5,5,3.0,59,4.9,5,87.2,21.10592,79.06813,Anjali Bose,+91 852090 4237,"84, Market Street, Ramdaspeth",350550.0
1346.0,2,2,1.5,0,7.1,9,97.9,21.2094,79.09639,Kabir Joshi,+91 650092 4782,"402, Park Avenue, Ramdaspeth",238332.0
1141.0,2,2,1.5,35,3.4,10,96.0,21.14293,79.12052,Rohan Reddy,+91 724377 2375,"972, College Road, Sitabuldi",193347.0
1821.0,2,2,2.0,20,8.1,6,63.4,21.11963,79.01517,Ritu Patel,+91 858664 8006,"431, Civil Lines, Gandhibagh",217850.0
1009.0,2,2,1.5,7,9.8,2,89.4,21.12899,79.18123,Aditya Mehta,+91 962616 3537,"166, Sunrise Boulevard, Trimurti Nagar",161842.0
1364.0,4,4,1.0,2,9.6,7,44.8,21.22,79.13581,Anjali Deshmukh,+91 918429 1508,"758, Market Street, Dharampeth",192210.0
2003.0,2,2,2.5,35,0.6,9,78.7,21.14887,79.08336,Rohan Agarwal,+91 612684 2399,"432, Ring Road, Dharampeth",267605.0
2551.0,4,4,2.5,43,0.5,6,95.5,21.14967,79.08572,Pooja Chauhan,+91 619852 4723,"398, Sunrise Boulevard, Sadar",370236.0
2196.0,5,5,1.5,40,11.1,9,79.6,21.04624,79.09161,Ritu Chauhan,+91 840410 3794,"256, Hill Top Road, Wardha Road",341826.0
400.0,5,5,1.0,62,5.2,6,41.6,21.09857,79.08743,Kabir Mehta,+91 972663 4636,"752, Civil Lines, Laxmi Nagar",104733.0
1998.0,3,3,1.0,36,2.9,5,37.8,21.14799,79.0605,Kabir Bose,+91 725045 8300,"491, Sunrise Boulevard, Manish Nagar",344227.0
1847.0,4,4,2.0,47,30.2,10,29.2,21.17337,79.37854,Aditya Verma,+91 958883 4884,"484, Sunrise Boulevard, Civil Lines",284085.0
2069.0,5,5,3.0,65,1.4,2,36.7,21.1573,79.09446,Vikram Iyer,+91 840155 5324,"766, Ring Road, Manish Nagar",311124.0
2851.0,4,4,2.0,52,5.0,5,82.1,21.15969,79.13377,Ananya Rao,+91 989035 2314,"363, Market Street, Hingna Road",429568.0
459.0,2,2,1.5,72,2.3,2,70.2,21.12889,79.10086,Sneha Kulkarni,+91 989069 7037,"659, Park Avenue, Dharampeth",113522.0
1416.0,1,1,2.0,17,12.9,7,25.0,21.25849,79.05736,Riya Reddy,+91 692228 1319,"172, Lake View Lane, Trimurti Nagar",243724.0
2184.0,1,1,1.0,62,17.2,10,71.2,21.25046,79.21086,Kavya Reddy,+91 705145 6542,"571, Hill Top Road, Laxmi Nagar",264826.0
772.0,5,5,1.5,55,3.5,10,37.9,21.17051,79.06787,Kabir Chauhan,+91 686672 9942,"428, Station Road, Laxmi Nagar",175876.0
2759.0,3,3,1.0,46,4.0,3,55.8,21.16283,79.12279,Ananya Mehta,+91 633929 2996,"510, Church Street, Civil Lines",338644.0
2039.0,2,2,2.0,0,1.8,8,37.0,21.14365,79.10548,Kavya Mehta,+91 716994 4326,"365, Green Valley Road, Laxmi Nagar",341460.0
2350.0,2,2,2.5,43,6.1,9,52.2,21.19648,79.06468,Aditya Patel,+91 892800 9148,"132, Park Avenue, Sadar",326492.0
1429.0,2,2,2.5,68,6.2,9,73.0,21.12315,79.14249,Diya Rao,+91 933063 1418,"919, MG Road, Manish Nagar",214114.0
2329.0,5,5,2.5,51,3.4,6,73.1,21.11802,79.0748,Amit Nair,+91 679985 1002,"402, MG Road, Ramdaspeth",360813.0
2495.0,4,4,2.0,0,13.2,2,75.3,21.09774,78.97136,Priya Mehta,+91 682094 4393,"746, College Road, Hingna Road",302591.0
1951.0,5,5,3.5,23,7.7,5,39.1,21.1564,79.01496,Diya Chauhan,+91 689470 7910,"904, Church Street, Pratap Nagar",297074.0
1952.0,2,2,3.0,45,8.0,8,69.0,21.07883,79.05839,Pooja Reddy,+91 908243 3149,"443, College Road, Trimurti Nagar",280458.0
1976.0,3,3,1.0,64,2.7,7,23.9,21.12355,79.0781,Kavya Agarwal,+91 838675 3225,"819, Green Valley Road, Pratap Nagar",302092.0
1239.0,1,1,3.0,35,17.4,4,47.7,21.15614,79.25561,Amit Mehta,+91 744396 8960,"439, Church Street, Laxmi Nagar",164838.0
1704.0,5,5,1.5,68,28.5,3,58.3,21.00508,79.31878,Vivaan Rao,+91 694340 6078,"65, MG Road, Wardha Road",204472.0
1701.0,3,3,1.0,63,6.0,7,68.6,21.18592,79.04883,Ritu Bose,+91 743680 4300,"881, Park Avenue, Wardha Road",231556.0
2049.0,3,3,2.0,21,8.5,5,91.2,21.20706,79.03838,Vikram Patel,+91 657524 9816,"839, Green Valley Road, Wardha Road",260388.0
2450.0,3,3,1.0,15,1.8,5,30.5,21.15469,79.07387,Sanjay Kulkarni,+91 663379 3980,"565, Civil Lines, Sitabuldi",361743.0
1112.0,2,2,2.0,72,12.8,10,84.5,21.03998,79.03934,Rahul Iyer,+91 724624 0146,"827, College Road, Manish Nagar",162500.0
1719.0,5,5,1.0,47,7.1,1,31.1,21.19067,79.03947,Kavya Kulkarni,+91 843467 5003,"669, Lake View Lane, Wardha Road",251839.0
2763.0,3,3,2.0,67,3.9,3,55.2,21.17092,79.06166,Kavya Patel,+91 725724 2430,"801, Civil Lines, Dharampeth",373985.0
1317.0,4,4,3.0,73,7.4,10,82.8,21.17156,79.15376,Riya Deshmukh,+91 963761 8058,"57, Park Avenue, Ramdaspeth",234732.0
1266.0,1,1,3.5,33,7.5,10,72.3,21.17951,79.02562,Neha Verma,+91 955406 9702,"814, Green Valley Road, Sitabuldi",237630.0
